😀	grand sourire, large sourire, visage, visage avec large sourire
🧑‍🦰	adulte, adulte : cheveux roux, cheveux roux, genre non défini, personne
🧑🏻‍🦰	adulte, adulte : peau claire et cheveux roux, cheveux roux, genre non défini, peau claire, personne
🧑🏼‍🦰	adulte, adulte : peau modérément claire et cheveux roux, cheveux roux, genre non défini, peau modérément claire, personne
🧑🏽‍🦰	adulte, adulte : peau légèrement mate et cheveux roux, cheveux roux, genre non défini, peau légèrement mate, personne
🧑🏾‍🦰	adulte, adulte : peau modérément foncée et cheveux roux, cheveux roux, genre non défini, peau modérément foncée, personne
🧑🏿‍🦰	adulte, adulte : peau foncée et cheveux roux, cheveux roux, genre non défini, peau foncée, personne
🧑‍🦱	adulte, adulte : cheveux bouclés, cheveux bouclés, genre non défini, personne
🧑🏻‍🦱	adulte, adulte : peau claire et cheveux bouclés, cheveux bouclés, genre non défini, peau claire, personne
🧑🏼‍🦱	adulte, adulte : peau modérément claire et cheveux bouclés, cheveux bouclés, genre non défini, peau modérément claire, personne
🧑🏽‍🦱	adulte, adulte : peau légèrement mate et cheveux bouclés, cheveux bouclés, genre non défini, peau légèrement mate, personne
🧑🏾‍🦱	adulte, adulte : peau modérément foncée et cheveux bouclés, cheveux bouclés, genre non défini, peau modérément foncée, personne
🧑🏿‍🦱	adulte, adulte : peau foncée et cheveux bouclés, cheveux bouclés, genre non défini, peau foncée, personne
🧑‍🦳	adulte, adulte : cheveux blancs, cheveux blancs, genre non défini, personne
🧑🏻‍🦳	adulte, adulte : peau claire et cheveux blancs, cheveux blancs, genre non défini, peau claire, personne
🧑🏼‍🦳	adulte, adulte : peau modérément claire et cheveux blancs, cheveux blancs, genre non défini, peau modérément claire, personne
🧑🏽‍🦳	adulte, adulte : peau légèrement mate et cheveux blancs, cheveux blancs, genre non défini, peau légèrement mate, personne
🧑🏾‍🦳	adulte, adulte : peau modérément foncée et cheveux blancs, cheveux blancs, genre non défini, peau modérément foncée, personne
🧑🏿‍🦳	adulte, adulte : peau foncée et cheveux blancs, cheveux blancs, genre non défini, peau foncée, personne
🧑‍🦲	adulte, adulte : chauve, chauve, genre non défini, personne
🧑🏻‍🦲	adulte, adulte : peau claire et chauve, chauve, genre non défini, peau claire, personne
🧑🏼‍🦲	adulte, adulte : peau modérément claire et chauve, chauve, genre non défini, peau modérément claire, personne
🧑🏽‍🦲	adulte, adulte : peau légèrement mate et chauve, chauve, genre non défini, peau légèrement mate, personne
🧑🏾‍🦲	adulte, adulte : peau modérément foncée et chauve, chauve, genre non défini, peau modérément foncée, personne
🧑🏿‍🦲	adulte, adulte : peau foncée et chauve, chauve, genre non défini, peau foncée, personne
👨	adulte, homme
👨🏻	adulte, homme, homme : peau claire, peau claire
👨🏼	adulte, homme, homme : peau modérément claire, peau modérément claire
👨🏽	adulte, homme, homme : peau légèrement mate, peau légèrement mate
👨🏾	adulte, homme, homme : peau modérément foncée, peau modérément foncée
👨🏿	adulte, homme, homme : peau foncée, peau foncée
🧔	barbe, barbu, homme barbu, personne
🧔🏻	barbe, barbu, homme barbu, homme barbu : peau claire, peau claire, personne
🧔🏼	barbe, barbu, homme barbu, homme barbu : peau modérément claire, peau modérément claire, personne
🧔🏽	barbe, barbu, homme barbu, homme barbu : peau légèrement mate, peau légèrement mate, personne
🧔🏾	barbe, barbu, homme barbu, homme barbu : peau modérément foncée, peau modérément foncée, personne
🧔🏿	barbe, barbu, homme barbu, homme barbu : peau foncée, peau foncée, personne
👱‍♂	blond, homme
👱🏻‍♂	blond, homme, homme blond : peau claire, peau claire
👱🏼‍♂	blond, homme, homme blond : peau modérément claire, peau modérément claire
👱🏽‍♂	blond, homme, homme blond : peau légèrement mate, peau légèrement mate
👱🏾‍♂	blond, homme, homme blond : peau modérément foncée, peau modérément foncée
👱🏿‍♂	blond, homme, homme blond : peau foncée, peau foncée
👨‍🦰	adulte, cheveux roux, homme, homme : cheveux roux
👨🏻‍🦰	adulte, cheveux roux, homme, homme : peau claire et cheveux roux, peau claire
👨🏼‍🦰	adulte, cheveux roux, homme, homme : peau modérément claire et cheveux roux, peau modérément claire
👨🏽‍🦰	adulte, cheveux roux, homme, homme : peau légèrement mate et cheveux roux, peau légèrement mate
👨🏾‍🦰	adulte, cheveux roux, homme, homme : peau modérément foncée et cheveux roux, peau modérément foncée
👨🏿‍🦰	adulte, cheveux roux, homme, homme : peau foncée et cheveux roux, peau foncée
👨‍🦱	adulte, cheveux bouclés, homme, homme : cheveux bouclés
👨🏻‍🦱	adulte, cheveux bouclés, homme, homme : peau claire et cheveux bouclés, peau claire
👨🏼‍🦱	adulte, cheveux bouclés, homme, homme : peau modérément claire et cheveux bouclés, peau modérément claire
👨🏽‍🦱	adulte, cheveux bouclés, homme, homme : peau légèrement mate et cheveux bouclés, peau légèrement mate
👨🏾‍🦱	adulte, cheveux bouclés, homme, homme : peau modérément foncée et cheveux bouclés, peau modérément foncée
👨🏿‍🦱	adulte, cheveux bouclés, homme, homme : peau foncée et cheveux bouclés, peau foncée
👨‍🦳	adulte, cheveux blancs, homme, homme : cheveux blancs
👨🏻‍🦳	adulte, cheveux blancs, homme, homme : peau claire et cheveux blancs, peau claire
👨🏼‍🦳	adulte, cheveux blancs, homme, homme : peau modérément claire et cheveux blancs, peau modérément claire
👨🏽‍🦳	adulte, cheveux blancs, homme, homme : peau légèrement mate et cheveux blancs, peau légèrement mate
👨🏾‍🦳	adulte, cheveux blancs, homme, homme : peau modérément foncée et cheveux blancs, peau modérément foncée
👨🏿‍🦳	adulte, cheveux blancs, homme, homme : peau foncée et cheveux blancs, peau foncée
👨‍🦲	adulte, chauve, homme, homme : chauve
👨🏻‍🦲	adulte, chauve, homme, homme : peau claire et chauve, peau claire
👨🏼‍🦲	adulte, chauve, homme, homme : peau modérément claire et chauve, peau modérément claire
👨🏽‍🦲	adulte, chauve, homme, homme : peau légèrement mate et chauve, peau légèrement mate
👨🏾‍🦲	adulte, chauve, homme, homme : peau modérément foncée et chauve, peau modérément foncée
👨🏿‍🦲	adulte, chauve, homme, homme : peau foncée et chauve, peau foncée
👩	adulte, femme
👩🏻	adulte, femme, femme : peau claire, peau claire
👩🏼	adulte, femme, femme : peau modérément claire, peau modérément claire
👩🏽	adulte, femme, femme : peau légèrement mate, peau légèrement mate
👩🏾	adulte, femme, femme : peau modérément foncée, peau modérément foncée
👩🏿	adulte, femme, femme : peau foncée, peau foncée
👱‍♀	blonde, femme
👱🏻‍♀	blonde, femme, femme blonde : peau claire, peau claire
👱🏼‍♀	blonde, femme, femme blonde : peau modérément claire, peau modérément claire
👱🏽‍♀	blonde, femme, femme blonde : peau légèrement mate, peau légèrement mate
👱🏾‍♀	blonde, femme, femme blonde : peau modérément foncée, peau modérément foncée
👱🏿‍♀	blonde, femme, femme blonde : peau foncée, peau foncée
👩‍🦰	adulte, cheveux roux, femme, femme : cheveux roux
👩🏻‍🦰	adulte, cheveux roux, femme, femme : peau claire et cheveux roux, peau claire
👩🏼‍🦰	adulte, cheveux roux, femme, femme : peau modérément claire et cheveux roux, peau modérément claire
👩🏽‍🦰	adulte, cheveux roux, femme, femme : peau légèrement mate et cheveux roux, peau légèrement mate
👩🏾‍🦰	adulte, cheveux roux, femme, femme : peau modérément foncée et cheveux roux, peau modérément foncée
👩🏿‍🦰	adulte, cheveux roux, femme, femme : peau foncée et cheveux roux, peau foncée
👩‍🦱	adulte, cheveux bouclés, femme, femme : cheveux bouclés
👩🏻‍🦱	adulte, cheveux bouclés, femme, femme : peau claire et cheveux bouclés, peau claire
👩🏼‍🦱	adulte, cheveux bouclés, femme, femme : peau modérément claire et cheveux bouclés, peau modérément claire
👩🏽‍🦱	adulte, cheveux bouclés, femme, femme : peau légèrement mate et cheveux bouclés, peau légèrement mate
👩🏾‍🦱	adulte, cheveux bouclés, femme, femme : peau modérément foncée et cheveux bouclés, peau modérément foncée
👩🏿‍🦱	adulte, cheveux bouclés, femme, femme : peau foncée et cheveux bouclés, peau foncée
👩‍🦳	adulte, cheveux blancs, femme, femme : cheveux blancs
👩🏻‍🦳	adulte, cheveux blancs, femme, femme : peau claire et cheveux blancs, peau claire
👩🏼‍🦳	adulte, cheveux blancs, femme, femme : peau modérément claire et cheveux blancs, peau modérément claire
👩🏽‍🦳	adulte, cheveux blancs, femme, femme : peau légèrement mate et cheveux blancs, peau légèrement mate
👩🏾‍🦳	adulte, cheveux blancs, femme, femme : peau modérément foncée et cheveux blancs, peau modérément foncée
👩🏿‍🦳	adulte, cheveux blancs, femme, femme : peau foncée et cheveux blancs, peau foncée
👩‍🦲	adulte, chauve, femme, femme : chauve
👩🏻‍🦲	adulte, chauve, femme, femme : peau claire et chauve, peau claire
👩🏼‍🦲	adulte, chauve, femme, femme : peau modérément claire et chauve, peau modérément claire
👩🏽‍🦲	adulte, chauve, femme, femme : peau légèrement mate et chauve, peau légèrement mate
👩🏾‍🦲	adulte, chauve, femme, femme : peau modérément foncée et chauve, peau modérément foncée
👩🏿‍🦲	adulte, chauve, femme, femme : peau foncée et chauve, peau foncée
🧓	adulte, genre non défini, personne, âgée
🧓🏻	adulte, genre non défini, peau claire, personne, personne âgée : peau claire, âgée
🧓🏼	adulte, genre non défini, peau modérément claire, personne, personne âgée : peau modérément claire, âgée
🧓🏽	adulte, genre non défini, peau légèrement mate, personne, personne âgée : peau légèrement mate, âgée
🧓🏾	adulte, genre non défini, peau modérément foncée, personne, personne âgée : peau modérément foncée, âgée
🧓🏿	adulte, genre non défini, peau foncée, personne, personne âgée : peau foncée, âgée
👴	adulte, homme, âgé
👴🏻	adulte, homme, homme âgé : peau claire, peau claire, âgé
👴🏼	adulte, homme, homme âgé : peau modérément claire, peau modérément claire, âgé
👴🏽	adulte, homme, homme âgé : peau légèrement mate, peau légèrement mate, âgé
👴🏾	adulte, homme, homme âgé : peau modérément foncée, peau modérément foncée, âgé
👴🏿	adulte, homme, homme âgé : peau foncée, peau foncée, âgé
👵	adulte, femme, âgée
👵🏻	adulte, femme, femme âgée : peau claire, peau claire, âgée
👵🏼	adulte, femme, femme âgée : peau modérément claire, peau modérément claire, âgée
👵🏽	adulte, femme, femme âgée : peau légèrement mate, peau légèrement mate, âgée
👵🏾	adulte, femme, femme âgée : peau modérément foncée, peau modérément foncée, âgée
👵🏿	adulte, femme, femme âgée : peau foncée, peau foncée, âgée
