😀	bahagia, gembira, muka, senang, wajah, wajah gembira
🙌🏾	angkat tangan, gerakan, hore, mengangkat tangan, mengangkat tangan: warna kulit gelap-sedang, perayaan, tangan, warna kulit gelap-sedang
🙌🏿	angkat tangan, gerakan, hore, mengangkat tangan, mengangkat tangan: warna kulit gelap, perayaan, tangan, warna kulit gelap
👐	badan, tangan, tangan terbuka, terbuka, tubuh
👐🏻	badan, tangan, tangan terbuka: warna kulit cerah, terbuka, tubuh, warna kulit cerah
👐🏼	badan, tangan, tangan terbuka: warna kulit cerah-sedang, terbuka, tubuh, warna kulit cerah-sedang
👐🏽	badan, tangan, tangan terbuka: warna kulit sedang, terbuka, tubuh, warna kulit sedang
👐🏾	badan, tangan, tangan terbuka: warna kulit gelap-sedang, terbuka, tubuh, warna kulit gelap-sedang
👐🏿	badan, tangan, tangan terbuka: warna kulit gelap, terbuka, tubuh, warna kulit gelap
🤲	berdoa, doa, tangan diangkat dan dirapatkan bersama
🤲🏻	berdoa, doa, tangan diangkat dan dirapatkan bersama, tangan diangkat dan dirapatkan bersama: warna kulit cerah, warna kulit cerah
🤲🏼	berdoa, doa, tangan diangkat dan dirapatkan bersama, tangan diangkat dan dirapatkan bersama: warna kulit cerah-sedang, warna kulit cerah-sedang
🤲🏽	berdoa, doa, tangan diangkat dan dirapatkan bersama, tangan diangkat dan dirapatkan bersama: warna kulit sedang, warna kulit sedang
🤲🏾	berdoa, doa, tangan diangkat dan dirapatkan bersama, tangan diangkat dan dirapatkan bersama: warna kulit gelap-sedang, warna kulit gelap-sedang
🤲🏿	berdoa, doa, tangan diangkat dan dirapatkan bersama, tangan diangkat dan dirapatkan bersama: warna kulit gelap, warna kulit gelap
🤝	jabat tangan, salaman, sepakat, setuju, tangan
🙏	berdoa, bungkuk, gerakan, lipat, makasih, melipat tangan, mohon, tangan, tolong, tubuh
🙏🏻	berdoa, bungkuk, gerakan, lipat, makasih, melipat tangan, melipat tangan: warna kulit cerah, mohon, tangan, tolong, tubuh, warna kulit cerah
🙏🏼	berdoa, bungkuk, gerakan, lipat, makasih, melipat tangan, melipat tangan: warna kulit cerah-sedang, mohon, tangan, tolong, tubuh, warna kulit cerah-sedang
🙏🏽	berdoa, bungkuk, gerakan, lipat, makasih, melipat tangan, melipat tangan: warna kulit sedang, mohon, tangan, tolong, tubuh, warna kulit sedang
🙏🏾	berdoa, bungkuk, gerakan, lipat, makasih, melipat tangan, melipat tangan: warna kulit gelap-sedang, mohon, tangan, tolong, tubuh, warna kulit gelap-sedang
🙏🏿	berdoa, bungkuk, gerakan, lipat, makasih, melipat tangan, melipat tangan: warna kulit gelap, mohon, tangan, tolong, tubuh, warna kulit gelap
✍️	badan, nulis, tangan, tangan menulis, tubuh, tulis
✍🏻	badan, nulis, tangan, tangan menulis, tangan menulis: warna kulit cerah, tubuh, tulis, warna kulit cerah
✍🏼	badan, nulis, tangan, tangan menulis, tangan menulis: warna kulit cerah-sedang, tubuh, tulis, warna kulit cerah-sedang
✍🏽	badan, nulis, tangan, tangan menulis, tangan menulis: warna kulit sedang, tubuh, tulis, warna kulit sedang
✍🏾	badan, nulis, tangan, tangan menulis, tangan menulis: warna kulit gelap-sedang, tubuh, tulis, warna kulit gelap-sedang
✍🏿	badan, nulis, tangan, tangan menulis, tangan menulis: warna kulit gelap, tubuh, tulis, warna kulit gelap
💅	cat kuku, kosmetik, kuku, manikur, perawatan, poles kuku
💅🏻	cat kuku, kosmetik, kuku, manikur, perawatan, poles kuku, poles kuku: warna kulit cerah, warna kulit cerah
💅🏼	cat kuku, kosmetik, kuku, manikur, perawatan, poles kuku, poles kuku: warna kulit cerah-sedang, warna kulit cerah-sedang
💅🏽	cat kuku, kosmetik, kuku, manikur, perawatan, poles kuku, poles kuku: warna kulit sedang, warna kulit sedang
💅🏾	cat kuku, kosmetik, kuku, manikur, perawatan, poles kuku, poles kuku: warna kulit gelap-sedang, warna kulit gelap-sedang
💅🏿	cat kuku, kosmetik, kuku, manikur, perawatan, poles kuku, poles kuku: warna kulit gelap, warna kulit gelap
🤳	foto selfie, kamera, ponsel, selfi, selfie
🤳🏻	foto selfie, kamera, ponsel, selfi, selfie, selfie: warna kulit cerah, warna kulit cerah
🤳🏼	foto selfie, kamera, ponsel, selfi, selfie, selfie: warna kulit cerah-sedang, warna kulit cerah-sedang
🤳🏽	foto selfie, kamera, ponsel, selfi, selfie, selfie: warna kulit sedang, warna kulit sedang
🤳🏾	foto selfie, kamera, ponsel, selfi, selfie, selfie: warna kulit gelap-sedang, warna kulit gelap-sedang
🤳🏿	foto selfie, kamera, ponsel, selfi, selfie, selfie: warna kulit gelap, warna kulit gelap
💪	badan, biseps, lengan berotot, otot, tubuh
💪🏻	badan, biseps, lengan berotot, lengan berotot: warna kulit cerah, otot, tubuh, warna kulit cerah
💪🏼	badan, biseps, lengan berotot, lengan berotot: warna kulit cerah-sedang, otot, tubuh, warna kulit cerah-sedang
💪🏽	badan, biseps, lengan berotot, lengan berotot: warna kulit sedang, otot, tubuh, warna kulit sedang
💪🏾	badan, biseps, lengan berotot, lengan berotot: warna kulit gelap-sedang, otot, tubuh, warna kulit gelap-sedang
💪🏿	badan, biseps, lengan berotot, lengan berotot: warna kulit gelap, otot, tubuh, warna kulit gelap
🦾	aksesibilitas, lengan robot, prostetik
🦿	aksesibilitas, prostetik, tungkai robot
🦵	bagian tubuh, tendang, tungkai
🦵🏻	bagian tubuh, tendang, tungkai, tungkai: warna kulit cerah, warna kulit cerah
🦵🏼	bagian tubuh, tendang, tungkai, tungkai: warna kulit cerah-sedang, warna kulit cerah-sedang
🦵🏽	bagian tubuh, tendang, tungkai, tungkai: warna kulit sedang, warna kulit sedang
🦵🏾	bagian tubuh, tendang, tungkai, tungkai: warna kulit gelap-sedang, warna kulit gelap-sedang
🦵🏿	bagian tubuh, tendang, tungkai, tungkai: warna kulit gelap, warna kulit gelap
🦶	injak, telapak kaki, tendang
🦶🏻	injak, telapak kaki, telapak kaki: warna kulit cerah, tendang, warna kulit cerah
🦶🏼	injak, telapak kaki, telapak kaki: warna kulit cerah-sedang, tendang, warna kulit cerah-sedang
🦶🏽	injak, telapak kaki, telapak kaki: warna kulit sedang, tendang, warna kulit sedang
🦶🏾	injak, telapak kaki, telapak kaki: warna kulit gelap-sedang, tendang, warna kulit gelap-sedang
🦶🏿	injak, telapak kaki, telapak kaki: warna kulit gelap, tendang, warna kulit gelap
👂️	badan, telinga, tubuh
👂🏻	badan, telinga, telinga: warna kulit cerah, tubuh, warna kulit cerah
👂🏼	badan, telinga, telinga: warna kulit cerah-sedang, tubuh, warna kulit cerah-sedang
👂🏽	badan, telinga, telinga: warna kulit sedang, tubuh, warna kulit sedang
👂🏾	badan, telinga, telinga: warna kulit gelap-sedang, tubuh, warna kulit gelap-sedang
👂🏿	badan, telinga, telinga: warna kulit gelap, tubuh, warna kulit gelap
🦻	aksesibilitas, sulit mendengar, telinga dengan alat bantu dengar, tuli, tunarungu
🦻🏻	aksesibilitas, sulit mendengar, telinga dengan alat bantu dengar, telinga dengan alat bantu dengar: warna kulit cerah, tuli, tunarungu, warna kulit cerah
🦻🏼	aksesibilitas, sulit mendengar, telinga dengan alat bantu dengar, telinga dengan alat bantu dengar: warna kulit cerah-sedang, tuli, tunarungu, warna kulit cerah-sedang
🦻🏽	aksesibilitas, sulit mendengar, telinga dengan alat bantu dengar, telinga dengan alat bantu dengar: warna kulit sedang, tuli, tunarungu, warna kulit sedang
🦻🏾	aksesibilitas, sulit mendengar, telinga dengan alat bantu dengar, telinga dengan alat bantu dengar: warna kulit gelap-sedang, tuli, tunarungu, warna kulit gelap-sedang
🦻🏿	aksesibilitas, sulit mendengar, telinga dengan alat bantu dengar, telinga dengan alat bantu dengar: warna kulit gelap, tuli, tunarungu, warna kulit gelap
👃	badan, hidung, tubuh
👃🏻	badan, hidung, hidung: warna kulit cerah, tubuh, warna kulit cerah
👃🏼	badan, hidung, hidung: warna kulit cerah-sedang, tubuh, warna kulit cerah-sedang
👃🏽	badan, hidung, hidung: warna kulit sedang, tubuh, warna kulit sedang
👃🏾	badan, hidung, hidung: warna kulit gelap-sedang, tubuh, warna kulit gelap-sedang
👃🏿	badan, hidung, hidung: warna kulit gelap, tubuh, warna kulit gelap
🧠	cerdas, genius, kecerdasan, otak, pintar
🦷	dokter gigi, gigi
🦴	tulang, tulang belulang
👀	badan, dua mata, mata, muka, tubuh, wajah
👁️	badan, satu mata, tubuh
👅	badan, lidah, tubuh
👄	badan, bibir, mulut, tubuh
👶	bayi, muda
👶🏻	bayi, bayi: warna kulit cerah, muda, warna kulit cerah
👶🏼	bayi, bayi: warna kulit cerah-sedang, muda, warna kulit cerah-sedang
👶🏽	bayi, bayi: warna kulit sedang, muda, warna kulit sedang
👶🏾	bayi, bayi: warna kulit gelap-sedang, muda, warna kulit gelap-sedang
👶🏿	bayi, bayi: warna kulit gelap, muda, warna kulit gelap
🧒	anak, gender tak tentu, muda, netral gender
🧒🏻	anak, anak: warna kulit cerah, gender tak tentu, muda, netral gender, warna kulit cerah
🧒🏼	anak, anak: warna kulit cerah-sedang, gender tak tentu, muda, netral gender, warna kulit cerah-sedang
🧒🏽	anak, anak: warna kulit sedang, gender tak tentu, muda, netral gender, warna kulit sedang
🧒🏾	anak, anak: warna kulit gelap-sedang, gender tak tentu, muda, netral gender, warna kulit gelap-sedang
🧒🏿	anak, anak: warna kulit gelap, gender tak tentu, muda, netral gender, warna kulit gelap
👦	anak laki-laki, muda
👦🏻	anak laki-laki, anak laki-laki: warna kulit cerah, muda, warna kulit cerah
👦🏼	anak laki-laki, anak laki-laki: warna kulit cerah-sedang, muda, warna kulit cerah-sedang
👦🏽	anak laki-laki, anak laki-laki: warna kulit sedang, muda, warna kulit sedang
👦🏾	anak laki-laki, anak laki-laki: warna kulit gelap-sedang, muda, warna kulit gelap-sedang
👦🏿	anak laki-laki, anak laki-laki: warna kulit gelap, muda, warna kulit gelap
👧	anak perempuan, muda, virgo, zodiak
👧🏻	anak perempuan, anak perempuan: warna kulit cerah, muda, virgo, warna kulit cerah, zodiak
👧🏼	anak perempuan, anak perempuan: warna kulit cerah-sedang, muda, virgo, warna kulit cerah-sedang, zodiak
👧🏽	anak perempuan, anak perempuan: warna kulit sedang, muda, virgo, warna kulit sedang, zodiak
👧🏾	anak perempuan, anak perempuan: warna kulit gelap-sedang, muda, virgo, warna kulit gelap-sedang, zodiak
👧🏿	anak perempuan, anak perempuan: warna kulit gelap, muda, virgo, warna kulit gelap, zodiak
🧑	dewasa, gender tak tentu, netral gender, orang
🧑🏻	dewasa, dewasa: warna kulit cerah, gender tak tentu, netral gender, orang, warna kulit cerah
🧑🏼	dewasa, dewasa: warna kulit cerah-sedang, gender tak tentu, netral gender, orang, warna kulit cerah-sedang
🧑🏽	dewasa, dewasa: warna kulit sedang, gender tak tentu, netral gender, orang, warna kulit sedang
🧑🏾	dewasa, dewasa: warna kulit gelap-sedang, gender tak tentu, netral gender, orang, warna kulit gelap-sedang
🧑🏿	dewasa, dewasa: warna kulit gelap, gender tak tentu, netral gender, orang, warna kulit gelap
👱	orang berambut pirang, pirang
👱🏻	orang berambut pirang, orang berambut pirang: warna kulit cerah, pirang, warna kulit cerah
👱🏼	orang berambut pirang, orang berambut pirang: warna kulit cerah-sedang, pirang, warna kulit cerah-sedang
👱🏽	orang berambut pirang, orang berambut pirang: warna kulit sedang, pirang, warna kulit sedang
👱🏾	orang berambut pirang, orang berambut pirang: warna kulit gelap-sedang, pirang, warna kulit gelap-sedang
👱🏿	orang berambut pirang, orang berambut pirang: warna kulit gelap, pirang, warna kulit gelap
👨	bapak, laki-laki, pria
👨🏻	bapak, laki-laki, pria, pria: warna kulit cerah, warna kulit cerah
👨🏼	bapak, laki-laki, pria, pria: warna kulit cerah-sedang, warna kulit cerah-sedang
👨🏽	bapak, laki-laki, pria, pria: warna kulit sedang, warna kulit sedang
👨🏾	bapak, laki-laki, pria, pria: warna kulit gelap-sedang, warna kulit gelap-sedang
👨🏿	bapak, laki-laki, pria, pria: warna kulit gelap, warna kulit gelap
🧔	janggut, orang berjenggot
🧔🏻	janggut, orang berjenggot, orang berjenggot: warna kulit cerah, warna kulit cerah
🧔🏼	janggut, orang berjenggot, orang berjenggot: warna kulit cerah-sedang, warna kulit cerah-sedang
🧔🏽	janggut, orang berjenggot, orang berjenggot: warna kulit sedang, warna kulit sedang
🧔🏾	janggut, orang berjenggot, orang berjenggot: warna kulit gelap-sedang, warna kulit gelap-sedang
🧔🏿	janggut, orang berjenggot, orang berjenggot: warna kulit gelap, warna kulit gelap
👱‍♂	laki-laki, pirang, pria berambut pirang, rambut
👱🏻‍♂	laki-laki, pirang, pria berambut pirang, pria berambut pirang: warna kulit cerah, rambut, warna kulit cerah
👱🏼‍♂	laki-laki, pirang, pria berambut pirang, pria berambut pirang: warna kulit cerah-sedang, rambut, warna kulit cerah-sedang
👱🏽‍♂	laki-laki, pirang, pria berambut pirang, pria berambut pirang: warna kulit sedang, rambut, warna kulit sedang
👱🏾‍♂	laki-laki, pirang, pria berambut pirang, pria berambut pirang: warna kulit gelap-sedang, rambut, warna kulit gelap-sedang
👱🏿‍♂	laki-laki, pirang, pria berambut pirang, pria berambut pirang: warna kulit gelap, rambut, warna kulit gelap
👨‍🦰	bapak, laki-laki, pria, pria: rambut merah, rambut merah
👨🏻‍🦰	bapak, laki-laki, pria, pria: warna kulit cerah, rambut merah, rambut merah, warna kulit cerah
👨🏼‍🦰	bapak, laki-laki, pria, pria: warna kulit cerah-sedang, rambut merah, rambut merah, warna kulit cerah-sedang
👨🏽‍🦰	bapak, laki-laki, pria, pria: warna kulit sedang, rambut merah, rambut merah, warna kulit sedang
👨🏾‍🦰	bapak, laki-laki, pria, pria: warna kulit gelap-sedang, rambut merah, rambut merah, warna kulit gelap-sedang
👨🏿‍🦰	bapak, laki-laki, pria, pria: warna kulit gelap, rambut merah, rambut merah, warna kulit gelap
👨‍🦱	bapak, laki-laki, pria, pria: rambut keriting, rambut keriting
👨🏻‍🦱	bapak, laki-laki, pria, pria: warna kulit cerah, rambut keriting, rambut keriting, warna kulit cerah
👨🏼‍🦱	bapak, laki-laki, pria, pria: warna kulit cerah-sedang, rambut keriting, rambut keriting, warna kulit cerah-sedang
👨🏽‍🦱	bapak, laki-laki, pria, pria: warna kulit sedang, rambut keriting, rambut keriting, warna kulit sedang
👨🏾‍🦱	bapak, laki-laki, pria, pria: warna kulit gelap-sedang, rambut keriting, rambut keriting, warna kulit gelap-sedang
👨🏿‍🦱	bapak, laki-laki, pria, pria: warna kulit gelap, rambut keriting, rambut keriting, warna kulit gelap
👨‍🦳	bapak, laki-laki, pria, pria: rambut putih, rambut putih
👨🏻‍🦳	bapak, laki-laki, pria, pria: warna kulit cerah, rambut putih, rambut putih, warna kulit cerah
👨🏼‍🦳	bapak, laki-laki, pria, pria: warna kulit cerah-sedang, rambut putih, rambut putih, warna kulit cerah-sedang
👨🏽‍🦳	bapak, laki-laki, pria, pria: warna kulit sedang, rambut putih, rambut putih, warna kulit sedang
👨🏾‍🦳	bapak, laki-laki, pria, pria: warna kulit gelap-sedang, rambut putih, rambut putih, warna kulit gelap-sedang
👨🏿‍🦳	bapak, laki-laki, pria, pria: warna kulit gelap, rambut putih, rambut putih, warna kulit gelap
👨‍🦲	bapak, gundul, laki-laki, pria, pria: gundul
👨🏻‍🦲	bapak, gundul, laki-laki, pria, pria: warna kulit cerah, gundul, warna kulit cerah
👨🏼‍🦲	bapak, gundul, laki-laki, pria, pria: warna kulit cerah-sedang, gundul, warna kulit cerah-sedang
👨🏽‍🦲	bapak, gundul, laki-laki, pria, pria: warna kulit sedang, gundul, warna kulit sedang
👨🏾‍🦲	bapak, gundul, laki-laki, pria, pria: warna kulit gelap-sedang, gundul, warna kulit gelap-sedang
👨🏿‍🦲	bapak, gundul, laki-laki, pria, pria: warna kulit gelap, gundul, warna kulit gelap
👩	ibu, perempuan, wanita
👩🏻	ibu, perempuan, wanita, wanita: warna kulit cerah, warna kulit cerah
👩🏼	ibu, perempuan, wanita, wanita: warna kulit cerah-sedang, warna kulit cerah-sedang
👩🏽	ibu, perempuan, wanita, wanita: warna kulit sedang, warna kulit sedang
👩🏾	ibu, perempuan, wanita, wanita: warna kulit gelap-sedang, warna kulit gelap-sedang
👩🏿	ibu, perempuan, wanita, wanita: warna kulit gelap, warna kulit gelap
👱‍♀	perempuan, pirang, rambut, wanita berambut pirang
👱🏻‍♀	perempuan, pirang, rambut, wanita berambut pirang, wanita berambut pirang: warna kulit cerah, warna kulit cerah
👱🏼‍♀	perempuan, pirang, rambut, wanita berambut pirang, wanita berambut pirang: warna kulit cerah-sedang, warna kulit cerah-sedang
👱🏽‍♀	perempuan, pirang, rambut, wanita berambut pirang, wanita berambut pirang: warna kulit sedang, warna kulit sedang
👱🏾‍♀	perempuan, pirang, rambut, wanita berambut pirang, wanita berambut pirang: warna kulit gelap-sedang, warna kulit gelap-sedang
👱🏿‍♀	perempuan, pirang, rambut, wanita berambut pirang, wanita berambut pirang: warna kulit gelap, warna kulit gelap
👩‍🦰	ibu, perempuan, rambut merah, wanita, wanita: rambut merah
👩🏻‍🦰	ibu, perempuan, rambut merah, wanita, wanita: warna kulit cerah, rambut merah, warna kulit cerah
👩🏼‍🦰	ibu, perempuan, rambut merah, wanita, wanita: warna kulit cerah-sedang, rambut merah, warna kulit cerah-sedang
👩🏽‍🦰	ibu, perempuan, rambut merah, wanita, wanita: warna kulit sedang, rambut merah, warna kulit sedang
👩🏾‍🦰	ibu, perempuan, rambut merah, wanita, wanita: warna kulit gelap-sedang, rambut merah, warna kulit gelap-sedang
👩🏿‍🦰	ibu, perempuan, rambut merah, wanita, wanita: warna kulit gelap, rambut merah, warna kulit gelap
👩‍🦱	ibu, perempuan, rambut keriting, wanita, wanita: rambut keriting
👩🏻‍🦱	ibu, perempuan, rambut keriting, wanita, wanita: warna kulit cerah, rambut keriting, warna kulit cerah
👩🏼‍🦱	ibu, perempuan, rambut keriting, wanita, wanita: warna kulit cerah-sedang, rambut keriting, warna kulit cerah-sedang
👩🏽‍🦱	ibu, perempuan, rambut keriting, wanita, wanita: warna kulit sedang, rambut keriting, warna kulit sedang
👩🏾‍🦱	ibu, perempuan, rambut keriting, wanita, wanita: warna kulit gelap-sedang, rambut keriting, warna kulit gelap-sedang
👩🏿‍🦱	ibu, perempuan, rambut keriting, wanita, wanita: warna kulit gelap, rambut keriting, warna kulit gelap
👩‍🦳	ibu, perempuan, rambut putih, wanita, wanita: rambut putih
👩🏻‍🦳	ibu, perempuan, rambut putih, wanita, wanita: warna kulit cerah, rambut putih, warna kulit cerah
👩🏼‍🦳	ibu, perempuan, rambut putih, wanita, wanita: warna kulit cerah-sedang, rambut putih, warna kulit cerah-sedang
👩🏽‍🦳	ibu, perempuan, rambut putih, wanita, wanita: warna kulit sedang, rambut putih, warna kulit sedang
👩🏾‍🦳	ibu, perempuan, rambut putih, wanita, wanita: warna kulit gelap-sedang, rambut putih, warna kulit gelap-sedang
👩🏿‍🦳	ibu, perempuan, rambut putih, wanita, wanita: warna kulit gelap, rambut putih, warna kulit gelap
👩‍🦲	gundul, ibu, perempuan, wanita, wanita: gundul
