😀	gáire, meangadh, straoiseog ghealgháireach
🦸🏻‍♀	ban-sárlaoch, ban-sárlaoch: ton cnis geal, banloach, bean, laoch, maith, sárchumhacht, ton cnis geal
🦸🏼‍♀	ban-sárlaoch, ban-sárlaoch: ton cnis mheánach-gheal, banloach, bean, laoch, maith, sárchumhacht, ton cnis mheánach-gheal
🦸🏽‍♀	ban-sárlaoch, ban-sárlaoch: ton cnis meánach, banloach, bean, laoch, maith, sárchumhacht, ton cnis meánach
🦸🏾‍♀	ban-sárlaoch, ban-sárlaoch: ton cnis meándorcha, banloach, bean, laoch, maith, sárchumhacht, ton cnis meándorcha
🦸🏿‍♀	ban-sárlaoch, ban-sárlaoch: ton cnis dorcha, banloach, bean, laoch, maith, sárchumhacht, ton cnis dorcha
🦹	an-drochdhuine, coirpeach, drochdhuine, olc, sárchumhacht
🦹🏻	an-drochdhuine, an-drochdhuine: ton cnis geal, coirpeach, drochdhuine, olc, sárchumhacht, ton cnis geal
🦹🏼	an-drochdhuine, an-drochdhuine: ton cnis mheánach-gheal, coirpeach, drochdhuine, olc, sárchumhacht, ton cnis mheánach-gheal
🦹🏽	an-drochdhuine, an-drochdhuine: ton cnis meánach, coirpeach, drochdhuine, olc, sárchumhacht, ton cnis meánach
🦹🏾	an-drochdhuine, an-drochdhuine: ton cnis meándorcha, coirpeach, drochdhuine, olc, sárchumhacht, ton cnis meándorcha
🦹🏿	an-drochdhuine, an-drochdhuine: ton cnis dorcha, coirpeach, drochdhuine, olc, sárchumhacht, ton cnis dorcha
🦹‍♂	coirpeach, drochdhuine, fear, fear-dhrochdhuine, olc, sárchumhacht
🦹🏻‍♂	coirpeach, drochdhuine, fear, fear-dhrochdhuine, fear-dhrochdhuine: ton cnis geal, olc, sárchumhacht, ton cnis geal
🦹🏼‍♂	coirpeach, drochdhuine, fear, fear-dhrochdhuine, fear-dhrochdhuine: ton cnis mheánach-gheal, olc, sárchumhacht, ton cnis mheánach-gheal
🦹🏽‍♂	coirpeach, drochdhuine, fear, fear-dhrochdhuine, fear-dhrochdhuine: ton cnis meánach, olc, sárchumhacht, ton cnis meánach
🦹🏾‍♂	coirpeach, drochdhuine, fear, fear-dhrochdhuine, fear-dhrochdhuine: ton cnis meándorcha, olc, sárchumhacht, ton cnis meándorcha
🦹🏿‍♂	coirpeach, drochdhuine, fear, fear-dhrochdhuine, fear-dhrochdhuine: ton cnis dorcha, olc, sárchumhacht, ton cnis dorcha
🦹‍♀	ban-drochdhuine, bean, coirpeach, drochdhuine, olc, sárchumhacht
🦹🏻‍♀	ban-drochdhuine, ban-drochdhuine: ton cnis geal, bean, coirpeach, drochdhuine, olc, sárchumhacht, ton cnis geal
🦹🏼‍♀	ban-drochdhuine, ban-drochdhuine: ton cnis mheánach-gheal, bean, coirpeach, drochdhuine, olc, sárchumhacht, ton cnis mheánach-gheal
🦹🏽‍♀	ban-drochdhuine, ban-drochdhuine: ton cnis meánach, bean, coirpeach, drochdhuine, olc, sárchumhacht, ton cnis meánach
🦹🏾‍♀	ban-drochdhuine, ban-drochdhuine: ton cnis meándorcha, bean, coirpeach, drochdhuine, olc, sárchumhacht, ton cnis meándorcha
🦹🏿‍♀	ban-drochdhuine, ban-drochdhuine: ton cnis dorcha, bean, coirpeach, drochdhuine, olc, sárchumhacht, ton cnis dorcha
🧙	asarlaí, cailleach, draoi, duine draíochta
🧙🏻	asarlaí, cailleach, draoi, duine draíochta, duine draíochta: ton cnis geal, ton cnis geal
🧙🏼	asarlaí, cailleach, draoi, duine draíochta, duine draíochta: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧙🏽	asarlaí, cailleach, draoi, duine draíochta, duine draíochta: ton cnis meánach, ton cnis meánach
🧙🏾	asarlaí, cailleach, draoi, duine draíochta, duine draíochta: ton cnis meándorcha, ton cnis meándorcha
🧙🏿	asarlaí, cailleach, draoi, duine draíochta, duine draíochta: ton cnis dorcha, ton cnis dorcha
🧙‍♂	draoi, fear draíochta
🧙🏻‍♂	draoi, fear draíochta, fear draíochta: ton cnis geal, ton cnis geal
🧙🏼‍♂	draoi, fear draíochta, fear draíochta: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧙🏽‍♂	draoi, fear draíochta, fear draíochta: ton cnis meánach, ton cnis meánach
🧙🏾‍♂	draoi, fear draíochta, fear draíochta: ton cnis meándorcha, ton cnis meándorcha
🧙🏿‍♂	draoi, fear draíochta, fear draíochta: ton cnis dorcha, ton cnis dorcha
🧙‍♀	bean dhraíochta, cailleach
🧙🏻‍♀	bean dhraíochta, bean dhraíochta: ton cnis geal, cailleach, ton cnis geal
🧙🏼‍♀	bean dhraíochta, bean dhraíochta: ton cnis mheánach-gheal, cailleach, ton cnis mheánach-gheal
🧙🏽‍♀	bean dhraíochta, bean dhraíochta: ton cnis meánach, cailleach, ton cnis meánach
🧙🏾‍♀	bean dhraíochta, bean dhraíochta: ton cnis meándorcha, cailleach, ton cnis meándorcha
🧙🏿‍♀	bean dhraíochta, bean dhraíochta: ton cnis dorcha, cailleach, ton cnis dorcha
🧚	síog
🧚🏻	síog, síog: ton cnis geal, ton cnis geal
🧚🏼	síog, síog: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧚🏽	síog, síog: ton cnis meánach, ton cnis meánach
🧚🏾	síog, síog: ton cnis meándorcha, ton cnis meándorcha
🧚🏿	síog, síog: ton cnis dorcha, ton cnis dorcha
🧚‍♂	sióg fearann, sióg fhireann
🧚🏻‍♂	sióg fearann, sióg fhireann, sióg fhireann: ton cnis geal, ton cnis geal
🧚🏼‍♂	sióg fearann, sióg fhireann, sióg fhireann: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧚🏽‍♂	sióg fearann, sióg fhireann, sióg fhireann: ton cnis meánach, ton cnis meánach
🧚🏾‍♂	sióg fearann, sióg fhireann, sióg fhireann: ton cnis meándorcha, ton cnis meándorcha
🧚🏿‍♂	sióg fearann, sióg fhireann, sióg fhireann: ton cnis dorcha, ton cnis dorcha
🧚‍♀	sióg bhaineann, sióga baineann
🧚🏻‍♀	sióg bhaineann, sióg bhaineann: ton cnis geal, sióga baineann, ton cnis geal
🧚🏼‍♀	sióg bhaineann, sióg bhaineann: ton cnis mheánach-gheal, sióga baineann, ton cnis mheánach-gheal
🧚🏽‍♀	sióg bhaineann, sióg bhaineann: ton cnis meánach, sióga baineann, ton cnis meánach
🧚🏾‍♀	sióg bhaineann, sióg bhaineann: ton cnis meándorcha, sióga baineann, ton cnis meándorcha
🧚🏿‍♀	sióg bhaineann, sióg bhaineann: ton cnis dorcha, sióga baineann, ton cnis dorcha
🧛	Dracula, neamh-mharbh, vaimpír
🧛🏻	Dracula, neamh-mharbh, ton cnis geal, vaimpír, vaimpír: ton cnis geal
🧛🏼	Dracula, neamh-mharbh, ton cnis mheánach-gheal, vaimpír, vaimpír: ton cnis mheánach-gheal
🧛🏽	Dracula, neamh-mharbh, ton cnis meánach, vaimpír, vaimpír: ton cnis meánach
🧛🏾	Dracula, neamh-mharbh, ton cnis meándorcha, vaimpír, vaimpír: ton cnis meándorcha
🧛🏿	Dracula, neamh-mharbh, ton cnis dorcha, vaimpír, vaimpír: ton cnis dorcha
🧛‍♂	Dracula, fear, neamh-mharbh, vaimpír, vaimpír fhireann
🧛🏻‍♂	Dracula, fear, neamh-mharbh, ton cnis geal, vaimpír, vaimpír fhireann, vaimpír fhireann: ton cnis geal
🧛🏼‍♂	Dracula, fear, neamh-mharbh, ton cnis mheánach-gheal, vaimpír, vaimpír fhireann, vaimpír fhireann: ton cnis mheánach-gheal
🧛🏽‍♂	Dracula, fear, neamh-mharbh, ton cnis meánach, vaimpír, vaimpír fhireann, vaimpír fhireann: ton cnis meánach
🧛🏾‍♂	Dracula, fear, neamh-mharbh, ton cnis meándorcha, vaimpír, vaimpír fhireann, vaimpír fhireann: ton cnis meándorcha
🧛🏿‍♂	Dracula, fear, neamh-mharbh, ton cnis dorcha, vaimpír, vaimpír fhireann, vaimpír fhireann: ton cnis dorcha
🧛‍♀	bean, neamh-mharbh, vaimpír baineann, vaimpír bhaineann
🧛🏻‍♀	bean, neamh-mharbh, ton cnis geal, vaimpír baineann, vaimpír bhaineann, vaimpír bhaineann: ton cnis geal
🧛🏼‍♀	bean, neamh-mharbh, ton cnis mheánach-gheal, vaimpír baineann, vaimpír bhaineann, vaimpír bhaineann: ton cnis mheánach-gheal
🧛🏽‍♀	bean, neamh-mharbh, ton cnis meánach, vaimpír baineann, vaimpír bhaineann, vaimpír bhaineann: ton cnis meánach
🧛🏾‍♀	bean, neamh-mharbh, ton cnis meándorcha, vaimpír baineann, vaimpír bhaineann, vaimpír bhaineann: ton cnis meándorcha
🧛🏿‍♀	bean, neamh-mharbh, ton cnis dorcha, vaimpír baineann, vaimpír bhaineann, vaimpír bhaineann: ton cnis dorcha
🧜	duine murúch
🧜🏻	duine murúch, duine murúch: ton cnis geal, ton cnis geal
🧜🏼	duine murúch, duine murúch: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧜🏽	duine murúch, duine murúch: ton cnis meánach, ton cnis meánach
🧜🏾	duine murúch, duine murúch: ton cnis meándorcha, ton cnis meándorcha
🧜🏿	duine murúch, duine murúch: ton cnis dorcha, ton cnis dorcha
🧜‍♂	murúch fir, tríotón
🧜🏻‍♂	murúch fir, murúch fir: ton cnis geal, ton cnis geal, tríotón
🧜🏼‍♂	murúch fir, murúch fir: ton cnis mheánach-gheal, ton cnis mheánach-gheal, tríotón
🧜🏽‍♂	murúch fir, murúch fir: ton cnis meánach, ton cnis meánach, tríotón
🧜🏾‍♂	murúch fir, murúch fir: ton cnis meándorcha, ton cnis meándorcha, tríotón
🧜🏿‍♂	murúch fir, murúch fir: ton cnis dorcha, ton cnis dorcha, tríotón
🧜‍♀	bean, murúch
🧜🏻‍♀	bean, murúch, murúch: ton cnis geal, ton cnis geal
🧜🏼‍♀	bean, murúch, murúch: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧜🏽‍♀	bean, murúch, murúch: ton cnis meánach, ton cnis meánach
🧜🏾‍♀	bean, murúch, murúch: ton cnis meándorcha, ton cnis meándorcha
🧜🏿‍♀	bean, murúch, murúch: ton cnis dorcha, ton cnis dorcha
🧝	draíochtúil, lucharachán, síogaí
🧝🏻	draíochtúil, lucharachán, lucharachán: ton cnis geal, síogaí, ton cnis geal
🧝🏼	draíochtúil, lucharachán, lucharachán: ton cnis mheánach-gheal, síogaí, ton cnis mheánach-gheal
🧝🏽	draíochtúil, lucharachán, lucharachán: ton cnis meánach, síogaí, ton cnis meánach
🧝🏾	draíochtúil, lucharachán, lucharachán: ton cnis meándorcha, síogaí, ton cnis meándorcha
🧝🏿	draíochtúil, lucharachán, lucharachán: ton cnis dorcha, síogaí, ton cnis dorcha
🧝‍♂	draíochtúil, síofra fireann, síogaí
🧝🏻‍♂	draíochtúil, síofra fireann, síofra fireann: ton cnis geal, síogaí, ton cnis geal
🧝🏼‍♂	draíochtúil, síofra fireann, síofra fireann: ton cnis mheánach-gheal, síogaí, ton cnis mheánach-gheal
🧝🏽‍♂	draíochtúil, síofra fireann, síofra fireann: ton cnis meánach, síogaí, ton cnis meánach
🧝🏾‍♂	draíochtúil, síofra fireann, síofra fireann: ton cnis meándorcha, síogaí, ton cnis meándorcha
🧝🏿‍♂	draíochtúil, síofra fireann, síofra fireann: ton cnis dorcha, síogaí, ton cnis dorcha
🧝‍♀	draíochtúil, síofra baineann, síofróg
🧝🏻‍♀	draíochtúil, síofra baineann, síofra baineann: ton cnis geal, síofróg, ton cnis geal
🧝🏼‍♀	draíochtúil, síofra baineann, síofra baineann: ton cnis mheánach-gheal, síofróg, ton cnis mheánach-gheal
🧝🏽‍♀	draíochtúil, síofra baineann, síofra baineann: ton cnis meánach, síofróg, ton cnis meánach
🧝🏾‍♀	draíochtúil, síofra baineann, síofra baineann: ton cnis meándorcha, síofróg, ton cnis meándorcha
🧝🏿‍♀	draíochtúil, síofra baineann, síofra baineann: ton cnis dorcha, síofróg, ton cnis dorcha
🧞	ginid, sióg
🧞‍♂	fearann, ginid, ginid fhireann, sióg
🧞‍♀	baineann, ginid, ginid bhaineann, sióg
🧟	neamh-mharbh, zombaí
🧟‍♂	fearann, neamh-mharbh, zombaí, zombaí fireann
🧟‍♀	baineann, neamh-mharbh, zombaí, zombaí baineann
💆	duine ag fáil suathaireachta, suathaireacht, suathaireacht aghaidhe
💆🏻	duine ag fáil suathaireachta, duine ag fáil suathaireachta: ton cnis geal, suathaireacht, suathaireacht aghaidhe, ton cnis geal
💆🏼	duine ag fáil suathaireachta, duine ag fáil suathaireachta: ton cnis mheánach-gheal, suathaireacht, suathaireacht aghaidhe, ton cnis mheánach-gheal
💆🏽	duine ag fáil suathaireachta, duine ag fáil suathaireachta: ton cnis meánach, suathaireacht, suathaireacht aghaidhe, ton cnis meánach
💆🏾	duine ag fáil suathaireachta, duine ag fáil suathaireachta: ton cnis meándorcha, suathaireacht, suathaireacht aghaidhe, ton cnis meándorcha
💆🏿	duine ag fáil suathaireachta, duine ag fáil suathaireachta: ton cnis dorcha, suathaireacht, suathaireacht aghaidhe, ton cnis dorcha
💆‍♂	aghaidh, fear, fear ag fáil suathaireacht ina aghaidh, fear ag fáil suathaireachta, fearann, suathaireacht
💆🏻‍♂	aghaidh, fear, fear ag fáil suathaireacht ina aghaidh, fear ag fáil suathaireachta, fear ag fáil suathaireachta: ton cnis geal, fearann, suathaireacht, ton cnis geal
💆🏼‍♂	aghaidh, fear, fear ag fáil suathaireacht ina aghaidh, fear ag fáil suathaireachta, fear ag fáil suathaireachta: ton cnis mheánach-gheal, fearann, suathaireacht, ton cnis mheánach-gheal
💆🏽‍♂	aghaidh, fear, fear ag fáil suathaireacht ina aghaidh, fear ag fáil suathaireachta, fear ag fáil suathaireachta: ton cnis meánach, fearann, suathaireacht, ton cnis meánach
💆🏾‍♂	aghaidh, fear, fear ag fáil suathaireacht ina aghaidh, fear ag fáil suathaireachta, fear ag fáil suathaireachta: ton cnis meándorcha, fearann, suathaireacht, ton cnis meándorcha
💆🏿‍♂	aghaidh, fear, fear ag fáil suathaireacht ina aghaidh, fear ag fáil suathaireachta, fear ag fáil suathaireachta: ton cnis dorcha, fearann, suathaireacht, ton cnis dorcha
💆‍♀	aghaidh, baineann, bean, bean ag fáil suathaireacht ina haghaidh, bean ag fáil suathaireachta, suathaireacht
💆🏻‍♀	aghaidh, baineann, bean, bean ag fáil suathaireacht ina haghaidh, bean ag fáil suathaireachta, bean ag fáil suathaireachta: ton cnis geal, suathaireacht, ton cnis geal
💆🏼‍♀	aghaidh, baineann, bean, bean ag fáil suathaireacht ina haghaidh, bean ag fáil suathaireachta, bean ag fáil suathaireachta: ton cnis mheánach-gheal, suathaireacht, ton cnis mheánach-gheal
💆🏽‍♀	aghaidh, baineann, bean, bean ag fáil suathaireacht ina haghaidh, bean ag fáil suathaireachta, bean ag fáil suathaireachta: ton cnis meánach, suathaireacht, ton cnis meánach
💆🏾‍♀	aghaidh, baineann, bean, bean ag fáil suathaireacht ina haghaidh, bean ag fáil suathaireachta, bean ag fáil suathaireachta: ton cnis meándorcha, suathaireacht, ton cnis meándorcha
💆🏿‍♀	aghaidh, baineann, bean, bean ag fáil suathaireacht ina haghaidh, bean ag fáil suathaireachta, bean ag fáil suathaireachta: ton cnis dorcha, suathaireacht, ton cnis dorcha
💇	bearradh gruaige, duine ag fáil bearradh gruaige, gruagaire, gruaig
💇🏻	bearradh gruaige, duine ag fáil bearradh gruaige, duine ag fáil bearradh gruaige: ton cnis geal, gruagaire, gruaig, ton cnis geal
💇🏼	bearradh gruaige, duine ag fáil bearradh gruaige, duine ag fáil bearradh gruaige: ton cnis mheánach-gheal, gruagaire, gruaig, ton cnis mheánach-gheal
💇🏽	bearradh gruaige, duine ag fáil bearradh gruaige, duine ag fáil bearradh gruaige: ton cnis meánach, gruagaire, gruaig, ton cnis meánach
💇🏾	bearradh gruaige, duine ag fáil bearradh gruaige, duine ag fáil bearradh gruaige: ton cnis meándorcha, gruagaire, gruaig, ton cnis meándorcha
💇🏿	bearradh gruaige, duine ag fáil bearradh gruaige, duine ag fáil bearradh gruaige: ton cnis dorcha, gruagaire, gruaig, ton cnis dorcha
💇‍♂	bearradh gruaige, fear, fear ag fáil bearradh gruaige, fearann
💇🏻‍♂	bearradh gruaige, fear, fear ag fáil bearradh gruaige, fear ag fáil bearradh gruaige: ton cnis geal, fearann, ton cnis geal
💇🏼‍♂	bearradh gruaige, fear, fear ag fáil bearradh gruaige, fear ag fáil bearradh gruaige: ton cnis mheánach-gheal, fearann, ton cnis mheánach-gheal
💇🏽‍♂	bearradh gruaige, fear, fear ag fáil bearradh gruaige, fear ag fáil bearradh gruaige: ton cnis meánach, fearann, ton cnis meánach
💇🏾‍♂	bearradh gruaige, fear, fear ag fáil bearradh gruaige, fear ag fáil bearradh gruaige: ton cnis meándorcha, fearann, ton cnis meándorcha
💇🏿‍♂	bearradh gruaige, fear, fear ag fáil bearradh gruaige, fear ag fáil bearradh gruaige: ton cnis dorcha, fearann, ton cnis dorcha
💇‍♀	baineann, bean, bean ag fáil bearradh gruaige, bearradh gruaige
💇🏻‍♀	baineann, bean, bean ag fáil bearradh gruaige, bean ag fáil bearradh gruaige: ton cnis geal, bearradh gruaige, ton cnis geal
💇🏼‍♀	baineann, bean, bean ag fáil bearradh gruaige, bean ag fáil bearradh gruaige: ton cnis mheánach-gheal, bearradh gruaige, ton cnis mheánach-gheal
💇🏽‍♀	baineann, bean, bean ag fáil bearradh gruaige, bean ag fáil bearradh gruaige: ton cnis meánach, bearradh gruaige, ton cnis meánach
💇🏾‍♀	baineann, bean, bean ag fáil bearradh gruaige, bean ag fáil bearradh gruaige: ton cnis meándorcha, bearradh gruaige, ton cnis meándorcha
💇🏿‍♀	baineann, bean, bean ag fáil bearradh gruaige, bean ag fáil bearradh gruaige: ton cnis dorcha, bearradh gruaige, ton cnis dorcha
🚶	coisí, siúlóir
🚶🏻	coisí, coisí: ton cnis geal, siúlóir, ton cnis geal
🚶🏼	coisí, coisí: ton cnis mheánach-gheal, siúlóir, ton cnis mheánach-gheal
🚶🏽	coisí, coisí: ton cnis meánach, siúlóir, ton cnis meánach
🚶🏾	coisí, coisí: ton cnis meándorcha, siúlóir, ton cnis meándorcha
🚶🏿	coisí, coisí: ton cnis dorcha, siúlóir, ton cnis dorcha
🚶‍♂	fear, fear ag siúl, fearann, fánaíocht, siúl
🚶🏻‍♂	fear, fear ag siúl, fear ag siúl: ton cnis geal, fearann, fánaíocht, siúl, ton cnis geal
🚶🏼‍♂	fear, fear ag siúl, fear ag siúl: ton cnis mheánach-gheal, fearann, fánaíocht, siúl, ton cnis mheánach-gheal
🚶🏽‍♂	fear, fear ag siúl, fear ag siúl: ton cnis meánach, fearann, fánaíocht, siúl, ton cnis meánach
🚶🏾‍♂	fear, fear ag siúl, fear ag siúl: ton cnis meándorcha, fearann, fánaíocht, siúl, ton cnis meándorcha
🚶🏿‍♂	fear, fear ag siúl, fear ag siúl: ton cnis dorcha, fearann, fánaíocht, siúl, ton cnis dorcha
🚶‍♀	baineann, bean, bean ag siúl, fánaíocht, siúl
🚶🏻‍♀	baineann, bean, bean ag siúl, bean ag siúl: ton cnis geal, fánaíocht, siúl, ton cnis geal
🚶🏼‍♀	baineann, bean, bean ag siúl, bean ag siúl: ton cnis mheánach-gheal, fánaíocht, siúl, ton cnis mheánach-gheal
🚶🏽‍♀	baineann, bean, bean ag siúl, bean ag siúl: ton cnis meánach, fánaíocht, siúl, ton cnis meánach
🚶🏾‍♀	baineann, bean, bean ag siúl, bean ag siúl: ton cnis meándorcha, fánaíocht, siúl, ton cnis meándorcha
🚶🏿‍♀	baineann, bean, bean ag siúl, bean ag siúl: ton cnis dorcha, fánaíocht, siúl, ton cnis dorcha
🧍	duine ina sheasamh, seasamh
🧍🏻	duine ina sheasamh, duine ina sheasamh: ton cnis geal, seasamh, ton cnis geal
🧍🏼	duine ina sheasamh, duine ina sheasamh: ton cnis mheánach-gheal, seasamh, ton cnis mheánach-gheal
🧍🏽	duine ina sheasamh, duine ina sheasamh: ton cnis meánach, seasamh, ton cnis meánach
🧍🏾	duine ina sheasamh, duine ina sheasamh: ton cnis meándorcha, seasamh, ton cnis meándorcha
🧍🏿	duine ina sheasamh, duine ina sheasamh: ton cnis dorcha, seasamh, ton cnis dorcha
🧍‍♂	fear, fear ina sheasamh, seasamh
🧍🏻‍♂	fear, fear ina sheasamh, fear ina sheasamh: ton cnis geal, seasamh, ton cnis geal
🧍🏼‍♂	fear, fear ina sheasamh, fear ina sheasamh: ton cnis mheánach-gheal, seasamh, ton cnis mheánach-gheal
🧍🏽‍♂	fear, fear ina sheasamh, fear ina sheasamh: ton cnis meánach, seasamh, ton cnis meánach
🧍🏾‍♂	fear, fear ina sheasamh, fear ina sheasamh: ton cnis meándorcha, seasamh, ton cnis meándorcha
🧍🏿‍♂	fear, fear ina sheasamh, fear ina sheasamh: ton cnis dorcha, seasamh, ton cnis dorcha
🧍‍♀	bean, bean ina seasamh, seasamh
🧍🏻‍♀	bean, bean ina seasamh, bean ina seasamh: ton cnis geal, seasamh, ton cnis geal
🧍🏼‍♀	bean, bean ina seasamh, bean ina seasamh: ton cnis mheánach-gheal, seasamh, ton cnis mheánach-gheal
🧍🏽‍♀	bean, bean ina seasamh, bean ina seasamh: ton cnis meánach, seasamh, ton cnis meánach
🧍🏾‍♀	bean, bean ina seasamh, bean ina seasamh: ton cnis meándorcha, seasamh, ton cnis meándorcha
🧍🏿‍♀	bean, bean ina seasamh, bean ina seasamh: ton cnis dorcha, seasamh, ton cnis dorcha
🧎	ar do ghlúine, duine ar a ghlúine
🧎🏻	ar do ghlúine, duine ar a ghlúine, duine ar a ghlúine: ton cnis geal, ton cnis geal
🧎🏼	ar do ghlúine, duine ar a ghlúine, duine ar a ghlúine: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧎🏽	ar do ghlúine, duine ar a ghlúine, duine ar a ghlúine: ton cnis meánach, ton cnis meánach
🧎🏾	ar do ghlúine, duine ar a ghlúine, duine ar a ghlúine: ton cnis meándorcha, ton cnis meándorcha
🧎🏿	ar do ghlúine, duine ar a ghlúine, duine ar a ghlúine: ton cnis dorcha, ton cnis dorcha
🧎‍♂	ar a ghlúine, fear, fear ar a ghlúine
🧎🏻‍♂	ar a ghlúine, fear, fear ar a ghlúine, fear ar a ghlúine: ton cnis geal, ton cnis geal
🧎🏼‍♂	ar a ghlúine, fear, fear ar a ghlúine, fear ar a ghlúine: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧎🏽‍♂	ar a ghlúine, fear, fear ar a ghlúine, fear ar a ghlúine: ton cnis meánach, ton cnis meánach
🧎🏾‍♂	ar a ghlúine, fear, fear ar a ghlúine, fear ar a ghlúine: ton cnis meándorcha, ton cnis meándorcha
🧎🏿‍♂	ar a ghlúine, fear, fear ar a ghlúine, fear ar a ghlúine: ton cnis dorcha, ton cnis dorcha
🧎‍♀	ar a glúine, bean, bean ar a glúine
🧎🏻‍♀	ar a glúine, bean, bean ar a glúine, bean ar a glúine: ton cnis geal, ton cnis geal
🧎🏼‍♀	ar a glúine, bean, bean ar a glúine, bean ar a glúine: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧎🏽‍♀	ar a glúine, bean, bean ar a glúine, bean ar a glúine: ton cnis meánach, ton cnis meánach
🧎🏾‍♀	ar a glúine, bean, bean ar a glúine, bean ar a glúine: ton cnis meándorcha, ton cnis meándorcha
🧎🏿‍♀	ar a glúine, bean, bean ar a glúine, bean ar a glúine: ton cnis dorcha, ton cnis dorcha
🧑‍🦯	duine le cána
🧑🏻‍🦯	duine le cána, duine le cána: ton cnis geal, ton cnis geal
🧑🏼‍🦯	duine le cána, duine le cána: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧑🏽‍🦯	duine le cána, duine le cána: ton cnis meánach, ton cnis meánach
🧑🏾‍🦯	duine le cána, duine le cána: ton cnis meándorcha, ton cnis meándorcha
🧑🏿‍🦯	duine le cána, duine le cána: ton cnis dorcha, ton cnis dorcha
👨‍🦯	dall, fear, fear le cána, inrochtaineacht
👨🏻‍🦯	dall, fear, fear le cána, fear le cána: ton cnis geal, inrochtaineacht, ton cnis geal
👨🏼‍🦯	dall, fear, fear le cána, fear le cána: ton cnis mheánach-gheal, inrochtaineacht, ton cnis mheánach-gheal
👨🏽‍🦯	dall, fear, fear le cána, fear le cána: ton cnis meánach, inrochtaineacht, ton cnis meánach
👨🏾‍🦯	dall, fear, fear le cána, fear le cána: ton cnis meándorcha, inrochtaineacht, ton cnis meándorcha
👨🏿‍🦯	dall, fear, fear le cána, fear le cána: ton cnis dorcha, inrochtaineacht, ton cnis dorcha
👩‍🦯	bean, bean le cána, dall, inrochtaineacht
👩🏻‍🦯	bean, bean le cána, bean le cána: ton cnis geal, dall, inrochtaineacht, ton cnis geal
👩🏼‍🦯	bean, bean le cána, bean le cána: ton cnis mheánach-gheal, dall, inrochtaineacht, ton cnis mheánach-gheal
👩🏽‍🦯	bean, bean le cána, bean le cána: ton cnis meánach, dall, inrochtaineacht, ton cnis meánach
👩🏾‍🦯	bean, bean le cána, bean le cána: ton cnis meándorcha, dall, inrochtaineacht, ton cnis meándorcha
👩🏿‍🦯	bean, bean le cána, bean le cána: ton cnis dorcha, dall, inrochtaineacht, ton cnis dorcha
🧑‍🦼	duine i gcathaoir rothaí innealta
🧑🏻‍🦼	duine i gcathaoir rothaí innealta, duine i gcathaoir rothaí innealta: ton cnis geal, ton cnis geal
🧑🏼‍🦼	duine i gcathaoir rothaí innealta, duine i gcathaoir rothaí innealta: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧑🏽‍🦼	duine i gcathaoir rothaí innealta, duine i gcathaoir rothaí innealta: ton cnis meánach, ton cnis meánach
🧑🏾‍🦼	duine i gcathaoir rothaí innealta, duine i gcathaoir rothaí innealta: ton cnis meándorcha, ton cnis meándorcha
🧑🏿‍🦼	duine i gcathaoir rothaí innealta, duine i gcathaoir rothaí innealta: ton cnis dorcha, ton cnis dorcha
👨‍🦼	cathaoir rothaí, fear, fear i cathaoir rothaí innealta, inrochtaineacht
👨🏻‍🦼	cathaoir rothaí, fear, fear i cathaoir rothaí innealta, fear i cathaoir rothaí innealta: ton cnis geal, inrochtaineacht, ton cnis geal
👨🏼‍🦼	cathaoir rothaí, fear, fear i cathaoir rothaí innealta, fear i cathaoir rothaí innealta: ton cnis mheánach-gheal, inrochtaineacht, ton cnis mheánach-gheal
👨🏽‍🦼	cathaoir rothaí, fear, fear i cathaoir rothaí innealta, fear i cathaoir rothaí innealta: ton cnis meánach, inrochtaineacht, ton cnis meánach
👨🏾‍🦼	cathaoir rothaí, fear, fear i cathaoir rothaí innealta, fear i cathaoir rothaí innealta: ton cnis meándorcha, inrochtaineacht, ton cnis meándorcha
👨🏿‍🦼	cathaoir rothaí, fear, fear i cathaoir rothaí innealta, fear i cathaoir rothaí innealta: ton cnis dorcha, inrochtaineacht, ton cnis dorcha
👩‍🦼	bean, bean i gcathaoir rothaí innealta, cathaoir rothaí, inrochtaineacht
👩🏻‍🦼	bean, bean i gcathaoir rothaí innealta, bean i gcathaoir rothaí innealta: ton cnis geal, cathaoir rothaí, inrochtaineacht, ton cnis geal
👩🏼‍🦼	bean, bean i gcathaoir rothaí innealta, bean i gcathaoir rothaí innealta: ton cnis mheánach-gheal, cathaoir rothaí, inrochtaineacht, ton cnis mheánach-gheal
👩🏽‍🦼	bean, bean i gcathaoir rothaí innealta, bean i gcathaoir rothaí innealta: ton cnis meánach, cathaoir rothaí, inrochtaineacht, ton cnis meánach
